id,age_min_y,age_min_m,age_max_y,age_max_m,raw_min,raw_max,scaled,percentile
vc,5,9,5,11,0,1,2,0
vc,5,9,5,11,2,2,3,1
vc,5,9,5,11,3,3,4,2
vc,5,9,5,11,4,4,5,5
vc,5,9,5,11,5,5,6,9
vc,5,9,5,11,6,7,7,16
vc,5,9,5,11,8,8,8,25
vc,5,9,5,11,9,9,9,37
vc,5,9,5,11,10,10,10,50
vc,5,9,5,11,11,11,11,63
vc,5,9,5,11,12,12,12,75
vc,5,9,5,11,13,14,13,84
vc,5,9,5,11,15,15,14,91
vc,5,9,5,11,16,16,15,95
vc,5,9,5,11,17,17,16,98
vc,5,9,5,11,18,18,17,99
vc,5,9,5,11,19,19,18,100
vc,5,9,5,11,20,20,19,100
vc,5,9,5,11,21,inf,20,100

fc,5,9,5,11,0,13,1,0
fc,5,9,5,11,14,15,2,0
fc,5,9,5,11,16,17,3,1
fc,5,9,5,11,18,19,4,2
fc,5,9,5,11,20,21,5,5
fc,5,9,5,11,22,23,6,9
fc,5,9,5,11,24,25,7,16
fc,5,9,5,11,26,28,8,25
fc,5,9,5,11,29,30,9,37
fc,5,9,5,11,31,32,10,50
fc,5,9,5,11,33,34,11,63
fc,5,9,5,11,35,36,12,75
fc,5,9,5,11,37,38,13,84
fc,5,9,5,11,39,39,14,91
fc,5,9,5,11,40,41,15,95
fc,5,9,5,11,42,43,16,98
fc,5,9,5,11,44,45,17,99
fc,5,9,5,11,46,47,18,100
fc,5,9,5,11,48,48,19,100
fc,5,9,5,11,49,inf,20,100

eh,6,0,6,3,0,75,1,0
eh,6,0,6,3,76,87,2,0
eh,6,0,6,3,88,99,3,1
eh,6,0,6,3,100,109,4,2
eh,6,0,6,3,110,119,5,5
eh,6,0,6,3,120,128,6,9
eh,6,0,6,3,129,137,7,16
eh,6,0,6,3,138,146,8,25
eh,6,0,6,3,147,156,9,37
eh,6,0,6,3,157,164,10,50
eh,6,0,6,3,165,171,11,63
eh,6,0,6,3,172,178,12,75
eh,6,0,6,3,179,184,13,84
eh,6,0,6,3,185,188,14,91
eh,6,0,6,3,189,189,15,95
eh,6,0,6,3,190,190,16,98
eh,6,0,6,3,191,191,17,99
eh,6,0,6,3,192,inf,18,100

co,6,0,6,3,0,5,1,0
co,6,0,6,3,6,6,2,0
co,6,0,6,3,7,8,3,1
co,6,0,6,3,9,9,4,2
co,6,0,6,3,10,11,5,5
co,6,0,6,3,12,12,6,9
co,6,0,6,3,13,14,7,16
co,6,0,6,3,15,16,8,25
co,6,0,6,3,17,18,9,37
co,6,0,6,3,19,20,10,50
co,6,0,6,3,21,22,11,63
co,6,0,6,3,23,24,12,75
co,6,0,6,3,25,25,13,84
co,6,0,6,3,26,27,14,91
co,6,0,6,3,28,29,15,95
co,6,0,6,3,30,31,16,98
co,6,0,6,3,32,32,17,99
co,6,0,6,3,33,33,18,100
co,6,0,6,3,34,35,19,100
co,6,0,6,3,36,inf,20,100

fg,6,0,6,3,0,3,1,0
fg,6,0,6,3,4,8,2,0
fg,6,0,6,3,9,14,3,1
fg,6,0,6,3,15,18,4,2
fg,6,0,6,3,19,23,5,5
fg,6,0,6,3,24,27,6,9
fg,6,0,6,3,28,32,7,16
fg,6,0,6,3,33,36,8,25
fg,6,0,6,3,37,40,9,37
fg,6,0,6,3,41,44,10,50
fg,6,0,6,3,45,47,11,63
fg,6,0,6,3,48,51,12,75
fg,6,0,6,3,52,54,13,84
fg,6,0,6,3,55,57,14,91
fg,6,0,6,3,58,60,15,95
fg,6,0,6,3,61,62,16,98
fg,6,0,6,3,63,64,17,99
fg,6,0,6,3,65,65,18,100
fg,6,0,6,3,66,67,19,100
fg,6,0,6,3,68,inf,20,100

vc,6,0,6,3,0,1,1,0
vc,6,0,6,3,2,2,2,0
vc,6,0,6,3,3,3,3,1
vc,6,0,6,3,4,4,4,2
vc,6,0,6,3,5,5,5,5
vc,6,0,6,3,6,6,6,9
vc,6,0,6,3,7,7,7,16
vc,6,0,6,3,8,8,8,25
vc,6,0,6,3,9,10,9,37
vc,6,0,6,3,11,11,10,50
vc,6,0,6,3,12,12,11,63
vc,6,0,6,3,13,13,12,75
vc,6,0,6,3,14,14,13,84
vc,6,0,6,3,15,16,14,91
vc,6,0,6,3,17,17,15,95
vc,6,0,6,3,18,18,16,98
vc,6,0,6,3,19,19,17,99
vc,6,0,6,3,20,20,18,100
vc,6,0,6,3,21,21,19,100
vc,6,0,6,3,22,inf,20,100

fc,6,0,6,3,0,13,1,0
fc,6,0,6,3,14,15,2,0
fc,6,0,6,3,16,17,3,1
fc,6,0,6,3,18,19,4,2
fc,6,0,6,3,20,21,5,5
fc,6,0,6,3,22,24,6,9
fc,6,0,6,3,25,26,7,16
fc,6,0,6,3,27,28,8,25
fc,6,0,6,3,29,30,9,37
fc,6,0,6,3,31,32,10,50
fc,6,0,6,3,33,34,11,63
fc,6,0,6,3,35,36,12,75
fc,6,0,6,3,37,38,13,84
fc,6,0,6,3,39,40,14,91
fc,6,0,6,3,41,42,15,95
fc,6,0,6,3,43,44,16,98
fc,6,0,6,3,45,46,17,99
fc,6,0,6,3,47,48,18,100
fc,6,0,6,3,49,50,19,100
fc,6,0,6,3,51,inf,20,100

eh,6,4,6,7,0,83,1,0
eh,6,4,6,7,84,94,2,0
eh,6,4,6,7,95,107,3,1
eh,6,4,6,7,108,117,4,2
eh,6,4,6,7,118,126,5,5
eh,6,4,6,7,127,134,6,9
eh,6,4,6,7,135,143,7,16
eh,6,4,6,7,144,152,8,25
eh,6,4,6,7,153,160,9,37
eh,6,4,6,7,161,167,10,50
eh,6,4,6,7,168,173,11,63
eh,6,4,6,7,174,179,12,75
eh,6,4,6,7,180,184,13,84
eh,6,4,6,7,185,188,14,91
eh,6,4,6,7,189,189,15,95
eh,6,4,6,7,190,190,16,98
eh,6,4,6,7,191,191,17,99
eh,6,4,6,7,192,inf,18,100

co,6,4,6,7,0,6,1,0
co,6,4,6,7,7,7,2,0
co,6,4,6,7,8,9,3,1
co,6,4,6,7,10,11,4,2
co,6,4,6,7,12,12,5,5
co,6,4,6,7,13,14,6,9
co,6,4,6,7,15,16,7,16
co,6,4,6,7,17,18,8,25
co,6,4,6,7,19,20,9,37
co,6,4,6,7,21,21,10,50
co,6,4,6,7,22,23,11,63
co,6,4,6,7,24,25,12,75
co,6,4,6,7,26,27,13,84
co,6,4,6,7,28,29,14,91
co,6,4,6,7,30,30,15,95
co,6,4,6,7,31,32,16,98
co,6,4,6,7,33,33,17,99
co,6,4,6,7,34,35,18,100
co,6,4,6,7,36,36,19,100
co,6,4,6,7,37,inf,20,100

fg,6,4,6,7,0,4,1,0
fg,6,4,6,7,5,9,2,0
fg,6,4,6,7,10,15,3,1
fg,6,4,6,7,16,20,4,2
fg,6,4,6,7,21,24,5,5
fg,6,4,6,7,25,29,6,9
fg,6,4,6,7,30,33,7,16
fg,6,4,6,7,34,37,8,25
fg,6,4,6,7,38,41,9,37
fg,6,4,6,7,42,45,10,50
fg,6,4,6,7,46,49,11,63
fg,6,4,6,7,50,52,12,75
fg,6,4,6,7,53,55,13,84
fg,6,4,6,7,56,58,14,91
fg,6,4,6,7,59,60,15,95
fg,6,4,6,7,61,62,16,98
fg,6,4,6,7,63,64,17,99
fg,6,4,6,7,65,65,18,100
fg,6,4,6,7,66,67,19,100
fg,6,4,6,7,68,inf,20,100

vc,6,4,6,7,0,1,1,0
vc,6,4,6,7,2,2,2,0
vc,6,4,6,7,3,3,3,1
vc,6,4,6,7,4,4,4,2
vc,6,4,6,7,5,5,5,5
vc,6,4,6,7,6,7,6,9
vc,6,4,6,7,8,8,7,16
vc,6,4,6,7,9,9,8,25
vc,6,4,6,7,10,10,9,37
vc,6,4,6,7,11,12,10,50
vc,6,4,6,7,13,13,11,63
vc,6,4,6,7,14,14,12,75
vc,6,4,6,7,15,15,13,84
vc,6,4,6,7,16,16,14,91
vc,6,4,6,7,17,18,15,95
vc,6,4,6,7,19,19,16,98
vc,6,4,6,7,20,20,17,99
vc,6,4,6,7,21,21,18,100
vc,6,4,6,7,22,22,19,100
vc,6,4,6,7,23,inf,20,100

fc,6,4,6,7,0,13,1,0
fc,6,4,6,7,14,15,2,0
fc,6,4,6,7,16,17,3,1
fc,6,4,6,7,18,19,4,2
fc,6,4,6,7,20,22,5,5
fc,6,4,6,7,23,24,6,9
fc,6,4,6,7,25,26,7,16
fc,6,4,6,7,27,28,8,25
fc,6,4,6,7,29,30,9,37
fc,6,4,6,7,31,33,10,50
fc,6,4,6,7,34,35,11,63
fc,6,4,6,7,36,37,12,75
fc,6,4,6,7,38,39,13,84
fc,6,4,6,7,40,41,14,91
fc,6,4,6,7,42,43,15,95
fc,6,4,6,7,44,45,16,98
fc,6,4,6,7,46,47,17,99
fc,6,4,6,7,48,49,18,100
fc,6,4,6,7,50,inf,19,100

eh,6,8,6,11,0,94,1,0
eh,6,8,6,11,95,103,2,0
eh,6,8,6,11,104,113,3,1
eh,6,8,6,11,114,124,4,2
eh,6,8,6,11,125,133,5,5
eh,6,8,6,11,134,141,6,9
eh,6,8,6,11,142,149,7,16
eh,6,8,6,11,150,155,8,25
eh,6,8,6,11,156,162,9,37
eh,6,8,6,11,163,168,10,50
eh,6,8,6,11,169,173,11,63
eh,6,8,6,11,174,180,12,75
eh,6,8,6,11,181,185,13,84
eh,6,8,6,11,186,189,14,91
eh,6,8,6,11,190,190,15,95
eh,6,8,6,11,191,191,16,98
eh,6,8,6,11,192,inf,17,99

co,6,8,6,11,0,7,1,0
co,6,8,6,11,8,8,2,0
co,6,8,6,11,9,10,3,1
co,6,8,6,11,11,12,4,2
co,6,8,6,11,13,14,5,5
co,6,8,6,11,15,15,6,9
co,6,8,6,11,16,17,7,16
co,6,8,6,11,18,19,8,25
co,6,8,6,11,20,21,9,37
co,6,8,6,11,22,23,10,50
co,6,8,6,11,24,25,11,63
co,6,8,6,11,26,27,12,75
co,6,8,6,11,28,28,13,84
co,6,8,6,11,29,30,14,91
co,6,8,6,11,31,32,15,95
co,6,8,6,11,33,33,16,98
co,6,8,6,11,34,35,17,99
co,6,8,6,11,36,36,18,100
co,6,8,6,11,37,38,19,100
co,6,8,6,11,39,inf,20,100

fg,6,8,6,11,0,5,1,0
fg,6,8,6,11,6,11,2,0
fg,6,8,6,11,12,16,3,1
fg,6,8,6,11,17,21,4,2
fg,6,8,6,11,22,26,5,5
fg,6,8,6,11,27,30,6,9
fg,6,8,6,11,31,35,7,16
fg,6,8,6,11,36,39,8,25
fg,6,8,6,11,40,43,9,37
fg,6,8,6,11,44,46,10,50
fg,6,8,6,11,47,50,11,63
fg,6,8,6,11,51,53,12,75
fg,6,8,6,11,54,56,13,84
fg,6,8,6,11,57,59,14,91
fg,6,8,6,11,60,61,15,95
fg,6,8,6,11,62,63,16,98
fg,6,8,6,11,64,64,17,99
fg,6,8,6,11,65,65,18,100
fg,6,8,6,11,66,67,19,100
fg,6,8,6,11,68,inf,20,100

vc,6,8,6,11,0,2,1,0
vc,6,8,6,11,3,3,2,0
vc,6,8,6,11,4,4,3,1
vc,6,8,6,11,5,5,4,2
vc,6,8,6,11,6,6,5,5
vc,6,8,6,11,7,7,6,9
vc,6,8,6,11,8,8,7,16
vc,6,8,6,11,9,10,8,25
vc,6,8,6,11,11,11,9,37
vc,6,8,6,11,12,12,10,50
vc,6,8,6,11,13,14,11,63
vc,6,8,6,11,15,15,12,75
vc,6,8,6,11,16,16,13,84
vc,6,8,6,11,17,17,14,91
vc,6,8,6,11,18,18,15,95
vc,6,8,6,11,19,19,16,98
vc,6,8,6,11,20,20,17,99
vc,6,8,6,11,21,21,18,100
vc,6,8,6,11,22,22,19,100
vc,6,8,6,11,23,inf,20,100

fc,6,8,6,11,0,13,1,0
fc,6,8,6,11,14,15,2,0
fc,6,8,6,11,16,17,3,1
fc,6,8,6,11,18,19,4,2
fc,6,8,6,11,20,22,5,5
fc,6,8,6,11,23,24,6,9
fc,6,8,6,11,25,26,7,16
fc,6,8,6,11,27,29,8,25
fc,6,8,6,11,30,31,9,37
fc,6,8,6,11,32,33,10,50
fc,6,8,6,11,34,36,11,63
fc,6,8,6,11,37,38,12,75
fc,6,8,6,11,39,40,13,84
fc,6,8,6,11,41,42,14,91
fc,6,8,6,11,43,44,15,95
fc,6,8,6,11,45,46,16,98
fc,6,8,6,11,47,48,17,99
fc,6,8,6,11,49,50,18,100
fc,6,8,6,11,51,inf,19,100

eh,7,0,7,5,0,103,1,0
eh,7,0,7,5,104,113,2,0
eh,7,0,7,5,114,122,3,1
eh,7,0,7,5,123,128,4,2
eh,7,0,7,5,129,134,5,5
eh,7,0,7,5,135,144,6,9
eh,7,0,7,5,145,150,7,16
eh,7,0,7,5,151,156,8,25
eh,7,0,7,5,157,164,9,37
eh,7,0,7,5,165,170,10,50
eh,7,0,7,5,171,175,11,63
eh,7,0,7,5,176,181,12,75
eh,7,0,7,5,182,186,13,84
eh,7,0,7,5,187,189,14,91
eh,7,0,7,5,190,190,15,95
eh,7,0,7,5,191,191,16,98
eh,7,0,7,5,192,inf,17,99

co,7,0,7,5,0,7,1,0
co,7,0,7,5,8,9,2,0
co,7,0,7,5,10,11,3,1
co,7,0,7,5,12,13,4,2
co,7,0,7,5,14,15,5,5
co,7,0,7,5,16,17,6,9
co,7,0,7,5,18,19,7,16
co,7,0,7,5,20,21,8,25
co,7,0,7,5,22,23,9,37
co,7,0,7,5,24,24,10,50
co,7,0,7,5,25,26,11,63
co,7,0,7,5,27,28,12,75
co,7,0,7,5,29,30,13,84
co,7,0,7,5,31,31,14,91
co,7,0,7,5,32,33,15,95
co,7,0,7,5,34,34,16,98
co,7,0,7,5,35,36,17,99
co,7,0,7,5,37,38,18,100
co,7,0,7,5,39,39,19,100
co,7,0,7,5,40,inf,20,100

fg,7,0,7,5,0,7,1,0
fg,7,0,7,5,8,12,2,0
fg,7,0,7,5,13,17,3,1
fg,7,0,7,5,18,23,4,2
fg,7,0,7,5,24,28,5,5
fg,7,0,7,5,29,32,6,9
fg,7,0,7,5,33,36,7,16
fg,7,0,7,5,37,40,8,25
fg,7,0,7,5,41,44,9,37
fg,7,0,7,5,45,48,10,50
fg,7,0,7,5,49,51,11,63
fg,7,0,7,5,52,54,12,75
fg,7,0,7,5,55,57,13,84
fg,7,0,7,5,58,59,14,91
fg,7,0,7,5,60,61,15,95
fg,7,0,7,5,62,63,16,98
fg,7,0,7,5,64,64,17,99
fg,7,0,7,5,65,65,18,100
fg,7,0,7,5,66,67,19,100
fg,7,0,7,5,68,inf,20,100

vc,7,0,7,5,0,2,1,0
vc,7,0,7,5,3,3,2,0
vc,7,0,7,5,4,4,3,1
vc,7,0,7,5,5,5,4,2
vc,7,0,7,5,6,7,5,5
vc,7,0,7,5,8,8,6,9
vc,7,0,7,5,9,9,7,16
vc,7,0,7,5,10,10,8,25
vc,7,0,7,5,11,12,9,37
vc,7,0,7,5,13,13,10,50
vc,7,0,7,5,14,14,11,63
vc,7,0,7,5,15,16,12,75
vc,7,0,7,5,17,17,13,84
vc,7,0,7,5,18,18,14,91
vc,7,0,7,5,19,19,15,95
vc,7,0,7,5,20,21,16,98
vc,7,0,7,5,22,22,17,99
vc,7,0,7,5,23,23,18,100
vc,7,0,7,5,24,24,19,100
vc,7,0,7,5,25,inf,20,100

fc,7,0,7,5,0,13,1,0
fc,7,0,7,5,14,15,2,0
fc,7,0,7,5,16,17,3,1
fc,7,0,7,5,18,20,4,2
fc,7,0,7,5,21,22,5,5
fc,7,0,7,5,23,24,6,9
fc,7,0,7,5,25,27,7,16
fc,7,0,7,5,28,29,8,25
fc,7,0,7,5,30,32,9,37
fc,7,0,7,5,33,34,10,50
fc,7,0,7,5,35,36,11,63
fc,7,0,7,5,37,39,12,75
fc,7,0,7,5,40,41,13,84
fc,7,0,7,5,42,43,14,91
fc,7,0,7,5,44,45,15,95
fc,7,0,7,5,46,47,16,98
fc,7,0,7,5,48,49,17,99
fc,7,0,7,5,50,inf,18,100

eh,7,6,7,11,0,113,1,0
eh,7,6,7,11,114,120,2,0
eh,7,6,7,11,121,126,3,1
eh,7,6,7,11,127,134,4,2
eh,7,6,7,11,135,143,5,5
eh,7,6,7,11,144,149,6,9
eh,7,6,7,11,150,155,7,16
eh,7,6,7,11,156,161,8,25
eh,7,6,7,11,162,167,9,37
eh,7,6,7,11,168,173,10,50
eh,7,6,7,11,174,179,11,63
eh,7,6,7,11,180,185,12,75
eh,7,6,7,11,186,187,13,84
eh,7,6,7,11,188,189,14,91
eh,7,6,7,11,190,190,15,95
eh,7,6,7,11,191,191,16,98
eh,7,6,7,11,192,inf,17,99

co,7,6,7,11,0,8,1,0
co,7,6,7,11,9,10,2,0
co,7,6,7,11,11,13,3,1
co,7,6,7,11,14,15,4,2
co,7,6,7,11,16,17,5,5
co,7,6,7,11,18,19,6,9
co,7,6,7,11,20,20,7,16
co,7,6,7,11,21,22,8,25
co,7,6,7,11,23,24,9,37
co,7,6,7,11,25,26,10,50
co,7,6,7,11,27,28,11,63
co,7,6,7,11,29,29,12,75
co,7,6,7,11,30,31,13,84
co,7,6,7,11,32,33,14,91
co,7,6,7,11,34,34,15,95
co,7,6,7,11,35,36,16,98
co,7,6,7,11,37,38,17,99
co,7,6,7,11,39,39,18,100
co,7,6,7,11,40,40,19,100
co,7,6,7,11,41,inf,20,100

fg,7,6,7,11,0,8,1,0
fg,7,6,7,11,9,13,2,0
fg,7,6,7,11,14,18,3,1
fg,7,6,7,11,19,24,4,2
fg,7,6,7,11,25,29,5,5
fg,7,6,7,11,30,34,6,9
fg,7,6,7,11,35,38,7,16
fg,7,6,7,11,39,42,8,25
fg,7,6,7,11,43,45,9,37
fg,7,6,7,11,46,49,10,50
fg,7,6,7,11,50,52,11,63
fg,7,6,7,11,53,55,12,75
fg,7,6,7,11,56,57,13,84
fg,7,6,7,11,58,60,14,91
fg,7,6,7,11,61,62,15,95
fg,7,6,7,11,63,63,16,98
fg,7,6,7,11,64,65,17,99
fg,7,6,7,11,66,66,18,100
fg,7,6,7,11,67,67,19,100
fg,7,6,7,11,68,inf,20,100

vc,7,6,7,11,0,3,1,0
vc,7,6,7,11,4,4,2,0
vc,7,6,7,11,5,5,3,1
vc,7,6,7,11,6,6,4,2
vc,7,6,7,11,7,7,5,5
vc,7,6,7,11,8,9,6,9
vc,7,6,7,11,10,10,7,16
vc,7,6,7,11,11,11,8,25
vc,7,6,7,11,12,13,9,37
vc,7,6,7,11,14,14,10,50
vc,7,6,7,11,15,15,11,63
vc,7,6,7,11,16,16,12,75
vc,7,6,7,11,17,18,13,84
vc,7,6,7,11,19,19,14,91
vc,7,6,7,11,20,20,15,95
vc,7,6,7,11,21,21,16,98
vc,7,6,7,11,22,23,17,99
vc,7,6,7,11,24,24,18,100
vc,7,6,7,11,25,25,19,100
vc,7,6,7,11,26,inf,20,100

fc,7,6,7,11,0,13,1,0
fc,7,6,7,11,14,15,2,0
fc,7,6,7,11,16,17,3,1
fc,7,6,7,11,18,20,4,2
fc,7,6,7,11,21,22,5,5
fc,7,6,7,11,23,25,6,9
fc,7,6,7,11,26,27,7,16
fc,7,6,7,11,28,30,8,25
fc,7,6,7,11,31,32,9,37
fc,7,6,7,11,33,35,10,50
fc,7,6,7,11,36,37,11,63
fc,7,6,7,11,38,40,12,75
fc,7,6,7,11,41,42,13,84
fc,7,6,7,11,43,44,14,91
fc,7,6,7,11,45,46,15,95
fc,7,6,7,11,47,48,16,98
fc,7,6,7,11,49,50,17,99
fc,7,6,7,11,51,inf,18,100

eh,8,0,8,11,0,120,1,0
eh,8,0,8,11,121,126,2,0
eh,8,0,8,11,127,134,3,1
eh,8,0,8,11,135,143,4,2
eh,8,0,8,11,144,149,5,5
eh,8,0,8,11,150,155,6,9
eh,8,0,8,11,156,161,7,16
eh,8,0,8,11,162,167,8,25
eh,8,0,8,11,168,172,9,37
eh,8,0,8,11,173,178,10,50
eh,8,0,8,11,179,183,11,63
eh,8,0,8,11,184,188,12,75
eh,8,0,8,11,189,189,13,84
eh,8,0,8,11,190,190,14,91
eh,8,0,8,11,191,191,15,95
eh,8,0,8,11,192,inf,16,98

co,8,0,8,11,0,9,1,0
co,8,0,8,11,10,11,2,0
co,8,0,8,11,12,14,3,1
co,8,0,8,11,15,16,4,2
co,8,0,8,11,17,18,5,5
co,8,0,8,11,19,20,6,9
co,8,0,8,11,21,22,7,16
co,8,0,8,11,23,24,8,25
co,8,0,8,11,25,26,9,37
co,8,0,8,11,27,28,10,50
co,8,0,8,11,29,29,11,63
co,8,0,8,11,30,31,12,75
co,8,0,8,11,32,33,13,84
co,8,0,8,11,34,34,14,91
co,8,0,8,11,35,36,15,95
co,8,0,8,11,37,38,16,98
co,8,0,8,11,39,39,17,99
co,8,0,8,11,40,40,18,100
co,8,0,8,11,41,41,19,100
co,8,0,8,11,42,inf,20,100

fg,8,0,8,11,0,10,1,0
fg,8,0,8,11,11,14,2,0
fg,8,0,8,11,15,20,3,1
fg,8,0,8,11,21,26,4,2
fg,8,0,8,11,27,31,5,5
fg,8,0,8,11,32,36,6,9
fg,8,0,8,11,37,40,7,16
fg,8,0,8,11,41,43,8,25
fg,8,0,8,11,44,47,9,37
fg,8,0,8,11,48,50,10,50
fg,8,0,8,11,51,53,11,63
fg,8,0,8,11,54,56,12,75
fg,8,0,8,11,57,58,13,84
fg,8,0,8,11,59,60,14,91
fg,8,0,8,11,61,62,15,95
fg,8,0,8,11,63,63,16,98
fg,8,0,8,11,64,65,17,99
fg,8,0,8,11,66,66,18,100
fg,8,0,8,11,67,67,19,100
fg,8,0,8,11,68,inf,20,100

vc,8,0,8,11,0,3,1,0
vc,8,0,8,11,4,4,2,0
vc,8,0,8,11,5,6,3,1
vc,8,0,8,11,7,7,4,2
vc,8,0,8,11,8,8,5,5
vc,8,0,8,11,9,9,6,9
vc,8,0,8,11,10,11,7,16
vc,8,0,8,11,12,12,8,25
vc,8,0,8,11,13,13,9,37
vc,8,0,8,11,14,15,10,50
vc,8,0,8,11,16,16,11,63
vc,8,0,8,11,17,17,12,75
vc,8,0,8,11,18,19,13,84
vc,8,0,8,11,20,20,14,91
vc,8,0,8,11,21,21,15,95
vc,8,0,8,11,22,22,16,98
vc,8,0,8,11,23,23,17,99
vc,8,0,8,11,24,25,18,100
vc,8,0,8,11,26,inf,19,100

fc,8,0,8,11,0,13,1,0
fc,8,0,8,11,14,15,2,0
fc,8,0,8,11,16,17,3,1
fc,8,0,8,11,18,20,4,2
fc,8,0,8,11,21,23,5,5
fc,8,0,8,11,24,25,6,9
fc,8,0,8,11,26,28,7,16
fc,8,0,8,11,29,31,8,25
fc,8,0,8,11,32,33,9,37
fc,8,0,8,11,34,36,10,50
fc,8,0,8,11,37,38,11,63
fc,8,0,8,11,39,41,12,75
fc,8,0,8,11,42,43,13,84
fc,8,0,8,11,44,45,14,91
fc,8,0,8,11,46,47,15,95
fc,8,0,8,11,48,49,16,98
fc,8,0,8,11,50,50,17,99
fc,8,0,8,11,51,inf,18,100

eh,9,0,9,11,0,126,1,0
eh,9,0,9,11,127,134,2,0
eh,9,0,9,11,135,143,3,1
eh,9,0,9,11,144,149,4,2
eh,9,0,9,11,150,155,5,5
eh,9,0,9,11,156,160,6,9
eh,9,0,9,11,161,165,7,16
eh,9,0,9,11,166,170,8,25
eh,9,0,9,11,171,175,9,37
eh,9,0,9,11,176,180,10,50
eh,9,0,9,11,181,185,11,63
eh,9,0,9,11,186,188,12,75
eh,9,0,9,11,189,189,13,84
eh,9,0,9,11,190,190,14,91
eh,9,0,9,11,191,191,15,95
eh,9,0,9,11,192,inf,16,98

co,9,0,9,11,0,10,1,0
co,9,0,9,11,11,12,2,0
co,9,0,9,11,13,15,3,1
co,9,0,9,11,16,17,4,2
co,9,0,9,11,18,19,5,5
co,9,0,9,11,20,22,6,9
co,9,0,9,11,23,24,7,16
co,9,0,9,11,25,26,8,25
co,9,0,9,11,27,28,9,37
co,9,0,9,11,29,29,10,50
co,9,0,9,11,30,31,11,63
co,9,0,9,11,32,33,12,75
co,9,0,9,11,34,34,13,84
co,9,0,9,11,35,36,14,91
co,9,0,9,11,37,38,15,95
co,9,0,9,11,39,39,16,98
co,9,0,9,11,40,40,17,99
co,9,0,9,11,41,41,18,100
co,9,0,9,11,42,42,19,100
co,9,0,9,11,43,inf,20,100

fg,9,0,9,11,0,12,1,0
fg,9,0,9,11,13,16,2,0
fg,9,0,9,11,17,21,3,1
fg,9,0,9,11,22,27,4,2
fg,9,0,9,11,28,33,5,5
fg,9,0,9,11,34,38,6,9
fg,9,0,9,11,39,42,7,16
fg,9,0,9,11,43,45,8,25
fg,9,0,9,11,46,48,9,37
fg,9,0,9,11,49,51,10,50
fg,9,0,9,11,52,54,11,63
fg,9,0,9,11,55,57,12,75
fg,9,0,9,11,58,59,13,84
fg,9,0,9,11,60,61,14,91
fg,9,0,9,11,62,62,15,95
fg,9,0,9,11,63,64,16,98
fg,9,0,9,11,65,65,17,99
fg,9,0,9,11,66,66,18,100
fg,9,0,9,11,67,67,19,100
fg,9,0,9,11,68,inf,20,100

vc,9,0,9,11,0,4,1,0
vc,9,0,9,11,5,5,2,0
vc,9,0,9,11,6,6,3,1
vc,9,0,9,11,7,8,4,2
vc,9,0,9,11,9,9,5,5
vc,9,0,9,11,10,10,6,9
vc,9,0,9,11,11,12,7,16
vc,9,0,9,11,13,13,8,25
vc,9,0,9,11,14,14,9,37
vc,9,0,9,11,15,16,10,50
vc,9,0,9,11,17,17,11,63
vc,9,0,9,11,18,18,12,75
vc,9,0,9,11,19,19,13,84
vc,9,0,9,11,20,21,14,91
vc,9,0,9,11,22,22,15,95
vc,9,0,9,11,23,23,16,98
vc,9,0,9,11,24,24,17,99
vc,9,0,9,11,25,25,18,100
vc,9,0,9,11,26,inf,19,100

fc,9,0,9,11,0,13,1,0
fc,9,0,9,11,14,15,2,0
fc,9,0,9,11,16,18,3,1
fc,9,0,9,11,19,21,4,2
fc,9,0,9,11,22,23,5,5
fc,9,0,9,11,24,26,6,9
fc,9,0,9,11,27,29,7,16
fc,9,0,9,11,30,32,8,25
fc,9,0,9,11,33,35,9,37
fc,9,0,9,11,36,37,10,50
fc,9,0,9,11,38,40,11,63
fc,9,0,9,11,41,42,12,75
fc,9,0,9,11,43,44,13,84
fc,9,0,9,11,45,46,14,91
fc,9,0,9,11,47,48,15,95
fc,9,0,9,11,49,50,16,98
fc,9,0,9,11,51,inf,17,99

eh,10,0,10,11,0,134,1,0
eh,10,0,10,11,135,143,2,0
eh,10,0,10,11,144,149,3,1
eh,10,0,10,11,150,155,4,2
eh,10,0,10,11,156,160,5,5
eh,10,0,10,11,161,164,6,9
eh,10,0,10,11,165,169,7,16
eh,10,0,10,11,170,173,8,25
eh,10,0,10,11,174,177,9,37
eh,10,0,10,11,178,182,10,50
eh,10,0,10,11,183,186,11,63
eh,10,0,10,11,187,188,12,75
eh,10,0,10,11,189,189,13,84
eh,10,0,10,11,190,190,14,91
eh,10,0,10,11,191,191,15,95
eh,10,0,10,11,192,inf,16,98

co,10,0,10,11,0,11,1,0
co,10,0,10,11,12,13,2,0
co,10,0,10,11,14,16,3,1
co,10,0,10,11,17,19,4,2
co,10,0,10,11,20,21,5,5
co,10,0,10,11,22,23,6,9
co,10,0,10,11,24,25,7,16
co,10,0,10,11,26,27,8,25
co,10,0,10,11,28,29,9,37
co,10,0,10,11,30,31,10,50
co,10,0,10,11,32,33,11,63
co,10,0,10,11,34,34,12,75
co,10,0,10,11,35,36,13,84
co,10,0,10,11,37,38,14,91
co,10,0,10,11,39,39,15,95
co,10,0,10,11,40,40,16,98
co,10,0,10,11,41,41,17,99
